gender,birthyear,Province,news_canada_1,news_canada_2,news_canada_3,news_canada_4,news_canada_6,news_canada_7,news_canada_8,news_canada_9,news_canada_10,news_canada_11,news_canada_12,news_canada_13,news_canada_14,news_canada_15,news_canada_16,news_canada_17,news_canada_18,news_canada_19,news_canada_20,news_canada_21,news_canada_22,news_canada_23,news_canada_24,news_canada_25,news_canada_26,news_canada_27,news_canada_28,news_canada_29,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_7,news_trust_8,news_trust_9,news_trust_10,news_trust_11,news_trust_12,news_trust_13,news_trust_14,news_trust_15,news_trust_16,news_trust_17,news_trust_18,news_trust_19,news_trust_20,news_trust_21,news_trust_22,news_trust_23,news_trust_24,news_trust_25,news_trust_26,news_trust_27,news_trust_28,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,Q118_22,Q118_23,Q118_24,Q118_25,Q118_26,Q118_27,Q118_28,whenready_1,whenready_2,whenready_3,whenready_4,whenready_5,whenready_6,whenready_7,whenready_8,whenready_9,whenready_10,Q113,Q92,Q90,Q108,Q108_7_TEXT,Q104,Q104_19_TEXT,Q104_20_TEXT,Q88,Q98,Q96_1,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_12,Q96_13,Q96_14,Q96_15,Q96_16,Q96_17,Q96_17_TEXT,Q100,Q100_6_TEXT,Q117.1,Q102,Q110,Q112
Female,1987,Ontario,,The CBC,0,,,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,,,The Guardian,,,The Huffington Post,,,Yes,,,,Yes,Yes,No,,,,,,,,,,,,,,,,Yes,,,Yes,,,-99,,,,-99,-99,-99,,,,,,,,,,,,,,,,-99,,,-99,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Lower middle class,"College, CEGEP or other non-university certificate or diploma","$25,000 to $50,000",Employed part-time,-99,Healthcare,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Falling behind,Single,NDP led by Jagmeet Singh,I did not vote
Male,1964,Alberta,CTV News,,,MacLeans,0,The Globe and Mail ,,,The Calgary Herald,,,0,,,,,,,,,CNN,,The New York Times,,,,,,Yes,,,Yes,,Yes,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,Centrist,,,-99,,-99,,,-99,,,,,,,,,,,,Centrist,,Centrist,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Middle class,"College, CEGEP or other non-university certificate or diploma","$25,000 to $50,000",Employed full-time,-99,"Other, please specify:",-99,Retail,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Britain,English,-99,Financially stable,Single,Liberal Party led by Justin Trudeau ,
Female,1975,BC,,0,,,0,0,0,,,The Vancouver Sun,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",Working class,"University certificate, diploma or degree at bachelor level or above",don't know,Other,-99,,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,I don't know,0,-99,English,-99,Just getting by,Married,I don't remember,
Male,1975,Ontario,0,,,,,0,0,Toronto Star,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left-leaning,,,,,,,,,,,,,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 3-6 months",I am already ready or doing it ,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",Middle class,"University certificate, diploma or degree at bachelor level or above","$100,000 to $150,000",Employed full-time,-99,Computers & Technology,-99,-99,No,Another country,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,Other:,mandarin,Getting ahead with some savings,Common-law,Liberal Party led by Justin Trudeau ,The New Democratic Party led by Andrea Horwath
Female,1976,Ontario,CTV News,The CBC,,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,,,The Guardian,,,The Huffington Post,,Yes,Yes,,Not sure,,Yes,,Yes,,,,,,,,,,,,,,,,Not sure,,,Not sure,,-99,-99,,-99,,-99,,-99,,,,,,,,,,,,,,,,-99,,,-99,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Upper middle class,Bachelor’s degree,"$100,000 to $150,000",Employed full-time,-99,Healthcare,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Italian,Getting ahead with some savings,Married,I did not vote,I did not vote
Female,1970,Manitoba,,The CBC,0,,0,The Globe and Mail ,,,,,,,The Winnipeg Free Press,,,,,,,,,,,The Guardian,The Economist,,,,,Not sure,,,,Not sure,,,,,,,Not sure,,,,,,,,,,,Not sure,Not sure,,,,,-99,,,,-99,,,,,,,-99,,,,,,,,,,,-99,-99,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Employed part-time,-99,"Other, please specify:",-99,security officer,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,I did not vote,
Female,1978,Ontario,,,0,,0,,0,Toronto Star,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Not applicable for me,Not applicable for me,Working class,"College, CEGEP or other non-university certificate or diploma","$75,000 to $100,000",Employed full-time,-99,"Other, please specify:",-99,stevedoring,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Conservative Party led by Andrew Scheer,The Progressive Conservative Party led by Doug Ford
Female,1975,Ontario,CTV News,The CBC,,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,CNN,,,,The Economist,,,,Yes,Yes,,Yes,,Yes,,Yes,,,,,,,,,,,,,Yes,,,,Not sure,,,,None/Impartial,None/Impartial,,None/Impartial,,None/Impartial,,None/Impartial,,,,,,,,,,,,,-99,,,,-99,,,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Poor class,"No certificate, diploma or degree","$25,000 to $50,000",Other,Disabled,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Falling behind,Single,I did not vote,I did not vote
Female,1959,BC,CTV News,,0,MacLeans,,The Globe and Mail ,,,,The Vancouver Sun,The Province,,,,,,,,,,,Fox News,The New York Times,,,,,,Yes,,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,,,,,,Centrist,,,Centrist,,Centrist,,,,Centrist,Centrist,,,,,,,,,,,Centrist,Centrist,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Poor class,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Homemaker/stay-at-home parent,-99,,,,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,
Female,1970,Ontario,CTV News,The CBC,,MacLeans,,,,Toronto Star,,,,,,,,,,,,,,,,0,,0,,,Yes,Yes,,Yes,,,,Not sure,,,,,,,,,,,,,,,,,,,,,Centrist,Centrist,,Centrist,,,,Centrist,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Poor class,"College, CEGEP or other non-university certificate or diploma","Under $25,000",Other,disability,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Falling behind,Single,NDP led by Jagmeet Singh,The New Democratic Party led by Andrea Horwath
Male,1975,Ontario,CTV News,The CBC,0,,,The Globe and Mail ,,Toronto Star,,,,,,,,,,,,,,,The New York Times,,,,The Huffington Post,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,Not sure,,,,Not sure,,Left-leaning,Left-leaning,,,,Left-leaning,,Left-leaning,,,,,,,,,,,,,,,Right-leaning,,,,Left-leaning,,Not applicable for me,Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months","		I don't foresee a time when I will be ready to do it again",Middle class,Secondary (high) school diploma or equivalency certificate,"$150,000 or over",Employed full-time,-99,Manufacturing,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Married,Green Party led by Elizabeth May ,The Green Party led by Mike Schreiner
Male,1958,Quebec,,The CBC,0,MacLeans,,The Globe and Mail ,,,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,Fox News,,,,The Wall Street Journal,,,,Yes,,Not sure,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,No,,,,Yes,,,,None/Impartial,,Right-leaning,,-99,,,,,,,,,,,,-99,-99,-99,,Right-leaning,,,,None/Impartial,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Middle class,Bachelor’s degree,"Under $25,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,Liberal Party led by Justin Trudeau ,
Female,1981,Ontario,CTV News,,0,,,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,,,,,The Economist,,The Huffington Post,,Not sure,,,,,Not sure,Not sure,Not sure,,,,,,,,,,,,,,,,,Yes,,Yes,,Right-leaning,,,,,Right-leaning,Centrist,Left-leaning,,,,,,,,,,,,,,,,,None/Impartial,,None/Impartial,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Poor class,Bachelor’s degree,"$75,000 to $100,000",Other,on disability,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,1980,Ontario,,,0,,The Canadian Public Affairs Channel,The Globe and Mail ,The National Post,Toronto Star,,,,,,,,,,,,,CNN,,,,,The Wall Street Journal,,,,,,,No,No,No,No,,,,,,,,,,,,,No,,,,,No,,,,,,,-99,Right-leaning,Left-leaning,Left-leaning,,,,,,,,,,,,,Left-leaning,,,,,Left-leaning,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In 1-3 months","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Lower middle class,Bachelor’s degree,"$75,000 to $100,000",Employed full-time,-99,Education or Social Services,-99,-99,No,Canada,0,0,0,0,Caribbean ,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,NDP led by Jagmeet Singh,The New Democratic Party led by Andrea Horwath
Male,1997,Ontario,,,The Hill Times,,0,,0,0,,,,,,,,,,,,,0,,,0,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centrist,,,,,,,,,,,,,,,,,,,,,,,,,,"		In 3-6 months","		In 3-6 months","		In more than 6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		In more than 6 months","		In more than 6 months",Lower middle class,"College, CEGEP or other non-university certificate or diploma","$25,000 to $50,000",Employed full-time,-99,Computers & Technology,-99,-99,Yes,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Married,Green Party led by Elizabeth May ,The Ontario Liberal Party led by Kathleen Wynne
Female,1966,Quebec,,The CBC,0,,0,,,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,,The Guardian,,,The Huffington Post,,,Yes,,,,,,Yes,,,,,,,,,,Not sure,Not sure,Yes,,,,Yes,,,Yes,,,None/Impartial,,,,,,-99,,,,,,,,,,Right-leaning,Right-leaning,-99,,,,None/Impartial,,,None/Impartial,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",I am already ready or doing it ,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Employed full-time,-99,Management (non-government) or business,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,
Male,1954,Ontario,CTV News,The CBC,0,MacLeans,,,,Toronto Star,,,,,,,,,,,,,,Fox News,The New York Times,,,,,,Yes,Yes,,Yes,,,,No,,,,,,,,,,,,,,No,No,,,,,,Centrist,Centrist,,Centrist,,,,Right-leaning,,,,,,,,,,,,,,Right-leaning,Left-leaning,,,,,,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Not applicable for me,"		In 1-3 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Middle class,"No certificate, diploma or degree","$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Widowed,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,1959,BC,CTV News,,,,,The Globe and Mail ,The National Post,0,,The Vancouver Sun,The Province,,,,,,,,,,CNN,,,,The Economist,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,No,,,,Yes,,,,Right-leaning,,,,,Right-leaning,None/Impartial,,,Right-leaning,Right-leaning,,,,,,,,,,Left-leaning,,,,-99,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In 3-6 months",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I would prefer not to say,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,I did not vote,
